Age,Date,A,B,C,D,E
36,1998-01-08,633.7,389.1,911.7,874.4,825.1
63,1991-02-01,,520.0,1123.3,1161.7,
16,1999-10-25,638.8,361.4,,,
57,2012-10-28,,,555.6,481.3,483.4
31,1970-01-11,,802.5,1657.1,1951.0,1130.8
31,2010-12-25,,,,471.4,
34,1990-12-22,,,1190.3,1181.8,822.5
19,1986-07-26,,586.9,1121.3,,856.0
66,1978-07-06,1087.3,,,1590.0,
30,1991-07-24,,527.0,1011.7,1208.1,
50,1982-02-12,,571.1,1445.0,1403.6,
24,1993-10-18,,437.2,1147.0,1074.0,771.6
48,2013-05-23,,,532.9,,
64,2019-01-21,153.6,,,,446.6
44,1989-12-06,,557.1,1254.2,1201.8,895.3
47,1998-05-22,,439.8,1009.3,904.8,726.5
52,1986-03-12,938.5,,,,981.4
21,1973-05-28,1187.5,672.4,1707.6,1834.8,1210.2
40,2002-09-27,481.0,,765.9,,
65,2013-04-18,297.9,,,,
43,1986-12-11,,512.6,,,
46,2008-01-23,,299.8,639.0,,547.3
58,1989-07-14,,,1174.7,1212.0,908.5
33,2006-07-21,473.2,,732.6,614.8,580.5
45,1983-02-01,,538.9,1396.9,,
64,1995-10-21,712.8,453.5,,1077.5,
45,2017-10-28,,188.3,391.5,,406.1
22,1978-11-23,,649.0,,1530.4,
60,1993-10-01,,,,,852.9
40,2015-03-27,,,503.1,367.5,
29,1999-07-12,,382.0,801.0,,690.0
43,2010-07-28,,,563.3,489.2,581.2
40,2008-06-23,,,,553.1,643.9
25,2019-04-08,,,,,468.9
55,1999-07-02,604.0,435.6,978.7,,707.1
35,2008-09-11,419.4,,,566.9,
57,2016-01-03,207.6,228.2,400.1,378.8,
28,1980-10-27,,,,1403.4,1052.6
63,2002-08-28,,,842.1,732.7,
61,2005-01-12,462.2,316.2,787.0,,
20,1987-03-22,,558.1,1218.0,1139.6,1002.5
45,1979-10-14,1079.9,,,,1114.9
62,1978-01-31,,600.7,,,1078.9
64,1975-01-18,,,1460.3,,1152.5
57,1995-04-26,688.6,494.3,1070.9,,728.1
57,1990-10-14,,486.0,,1075.2,
28,1975-08-07,,,1527.2,1659.2,1163.8
47,1972-10-12,,728.3,1557.4,1855.8,
54,2004-12-26,484.6,345.9,726.1,,
31,1995-08-11,,426.3,,903.4,
46,1987-11-02,911.0,555.2,1273.2,1280.0,895.4
62,1989-10-22,,,1175.8,1238.0,957.0
31,1980-12-26,947.3,,,1315.1,993.6
60,2006-08-20,,308.2,650.4,,649.1
63,1987-05-07,977.5,,1143.3,,869.6
51,1979-11-25,1079.6,581.7,,1401.0,1051.5
44,1992-02-17,802.8,444.0,,1130.0,
65,2017-01-02,208.0,203.1,,297.8,
17,2000-05-19,,388.0,892.9,,746.3
18,1971-04-26,1201.5,,,,
27,2008-11-20,,,,625.0,539.1
57,1993-06-04,,433.4,1120.2,,890.6
24,1998-05-31,,413.9,1005.4,,
65,1973-01-28,,691.3,1587.0,1736.0,
52,1992-09-08,775.5,,1173.6,,921.7
30,2014-03-04,,210.0,456.7,446.6,499.7
60,1977-09-19,1222.6,,,,
50,1972-12-08,1217.7,734.1,,,
32,1984-12-18,1031.1,,1208.5,1345.8,1056.9
53,1990-03-16,846.8,,,1168.9,817.5
63,1992-03-21,,,,1052.0,852.1
63,1983-05-07,995.7,,1318.8,,
59,2010-01-04,,,,561.2,555.8
53,2017-03-10,201.1,180.5,424.7,,493.5
18,1971-02-08,,794.9,,1733.6,
55,1996-08-31,615.1,434.5,1037.8,872.6,773.7
24,2001-05-07,509.0,,,864.3,
43,1983-02-23,,,,,967.6
60,2017-03-17,207.9,,377.0,,
61,2009-10-12,376.1,,640.5,,
28,1987-06-19,817.4,550.6,1156.1,1173.4,965.7
34,1978-02-19,,642.2,1618.5,,1034.1
49,2015-10-02,,210.2,,,520.2
51,2014-11-21,,,454.9,390.1,
48,2002-05-26,578.8,357.6,,,
21,1979-09-13,1014.1,588.9,1452.3,,
46,1975-09-30,1068.9,750.4,1519.2,1676.5,1061.9
16,2009-10-19,340.2,,668.1,600.5,
44,1994-06-26,,,1072.2,,
42,1998-12-16,,449.5,925.3,,
17,2020-09-06,98.8,,299.0,,
39,1987-10-10,961.8,,,,902.0
60,2002-11-24,485.3,332.5,743.8,814.1,
66,2007-10-12,420.6,,643.3,599.4,
60,2013-03-12,,225.9,495.5,488.0,
21,2004-05-27,462.9,370.0,,,
61,1984-06-15,,533.6,1309.5,,
60,1994-10-05,,450.3,1002.4,1079.4,
35,2010-05-10,350.7,,542.1,,516.1
17,1972-04-03,1168.9,712.9,,,1209.1
28,2019-05-07,148.2,186.3,343.6,231.4,394.2
38,1979-11-12,1044.5,663.9,1503.4,1554.8,973.3
36,2002-10-14,534.6,345.2,733.5,743.1,669.1
51,2007-07-29,435.1,287.5,,613.0,
16,2018-02-16,155.9,195.8,,284.2,402.7
35,2002-12-12,513.8,388.0,,,
28,1972-08-26,1187.6,663.1,1489.8,,
24,2019-05-18,147.8,,377.2,,
44,1972-03-29,1285.2,,,1749.6,1103.5
57,2005-03-18,,,735.2,,
41,1982-02-09,973.5,,1399.4,,989.5
16,1987-01-13,,,,1247.8,935.9
49,1984-06-06,,607.9,,1399.5,940.3
34,1995-12-14,631.8,,921.4,1000.1,737.0
44,1997-01-25,626.0,440.8,,,848.3
33,2012-06-06,,267.4,577.2,,522.6
44,1984-11-10,903.8,,1322.9,,
26,2007-11-05,407.7,274.8,,583.6,607.7
58,1977-05-26,1190.5,,,,1168.2
65,2018-06-15,167.2,194.3,,,450.2
29,2020-02-27,,153.5,,229.1,382.7
62,2005-05-07,450.4,329.3,706.5,700.6,693.3
67,1991-04-14,,547.9,1132.6,,818.2
64,2010-09-05,362.3,,617.1,,
54,2011-02-24,328.5,284.4,,532.9,501.0
20,2014-11-12,248.5,,,422.5,
23,1987-11-10,,,,1234.6,
35,1985-09-18,900.7,514.5,1363.8,1395.8,
53,1983-10-05,1066.0,541.1,1209.5,,
29,1976-12-20,,717.4,,1635.7,
23,2009-11-14,,,612.4,,567.3
39,1992-04-02,711.7,,,,796.9
48,2014-03-28,,,527.6,427.4,477.1
56,2012-04-20,279.5,,,,575.8
49,1987-09-16,,,,1325.2,
47,2004-06-05,,,741.7,,
62,1992-02-28,764.9,467.2,1004.8,,
49,1982-10-01,,,,1522.6,920.1
56,1990-06-20,,,1124.7,1150.7,938.2
63,1987-02-13,928.1,575.1,,,
28,2000-10-18,579.8,,913.2,785.9,
47,1985-02-18,,519.6,1239.3,1235.2,919.7
53,1990-08-03,894.3,500.4,,,836.7
26,2011-02-05,,260.3,,544.4,
21,2010-04-11,,250.4,584.4,,
52,1970-10-25,,,1525.9,,1123.2
67,1992-11-24,,,1136.5,1017.1,
47,1975-04-01,1108.6,747.0,1667.2,,1205.8
26,1973-11-01,,,1441.6,,1204.7
15,1981-05-01,,633.5,1334.9,,1102.7
54,1973-04-21,1323.1,,,,
40,1984-01-28,886.0,572.4,1195.2,,
20,2011-02-11,365.4,292.4,623.1,507.8,
55,1988-12-23,,495.5,1279.3,1163.4,
48,1984-03-03,981.2,567.2,1299.0,1450.9,
33,1970-10-16,,,1734.4,,1141.5
53,2002-08-31,518.5,,766.1,,673.6
44,2020-07-20,,162.5,326.0,,405.3
62,2010-02-22,380.0,,,588.3,624.6
48,1980-04-18,978.3,,,1364.1,
38,1989-05-23,800.8,,1121.8,1226.1,
28,1989-12-15,856.8,564.9,1102.9,,
27,1973-08-06,1140.8,651.1,,1535.2,1215.0
18,2004-01-09,,329.4,,667.6,666.6
44,2017-10-24,173.4,198.0,425.0,313.9,471.1
18,1998-07-22,659.9,,,,759.5
50,2003-06-07,,344.2,792.2,,723.5
50,2000-02-11,,372.1,786.3,,
41,1996-07-04,689.4,,,928.9,
40,1978-08-24,1049.8,,,1581.1,
36,1994-11-02,,415.0,984.5,975.8,789.4
47,1971-02-05,,753.5,1824.2,,
21,1982-11-03,,,1378.3,1304.4,1072.2
42,1998-03-24,614.5,,,,747.1
65,2019-06-11,126.6,,,,442.8
55,1991-04-19,,,1223.7,,790.7
28,1994-06-01,,,,,874.2
31,1984-05-10,1011.7,,,1302.9,
53,1973-10-11,1268.6,,,1817.0,1086.5
48,1985-05-26,,619.1,,1197.2,997.3
63,1973-09-07,1097.5,,1635.8,,
47,1991-04-01,776.5,532.0,,,
57,2004-08-24,,,,,667.9
17,1994-12-18,,475.3,,,
67,2002-06-26,,,751.0,,688.8
42,1998-05-05,,,943.8,,
57,2019-05-10,,178.1,369.0,245.4,
39,2016-06-28,205.4,,407.4,,434.8
25,1978-05-02,1152.2,,,,1166.5
33,2003-06-21,539.7,,746.4,685.9,
37,2006-11-06,470.4,299.2,,,
50,1971-12-22,1253.8,690.6,,,
41,2007-10-26,395.0,306.3,607.1,,554.9
64,2010-04-23,,299.8,563.5,,
49,2005-03-02,,,,,597.0
59,1989-11-22,790.1,542.5,,1075.0,867.3
32,1973-05-17,1287.6,,,,
65,2001-07-14,607.4,,751.4,752.9,
16,2020-08-29,97.9,166.9,,,
17,1992-02-25,754.5,,1077.2,,
27,1985-11-29,,,1204.9,,
49,2008-12-22,397.3,,,,541.1
25,2016-02-15,206.4,226.0,,336.9,484.2
27,2010-04-03,330.7,276.7,640.1,,513.2
31,1999-12-07,621.1,365.0,836.5,,671.9
60,1982-02-02,,569.9,1455.9,1352.8,1031.4
23,1992-09-04,723.2,,1052.8,1135.5,838.3
35,2011-05-01,315.9,261.5,,529.0,
27,1985-04-18,,538.6,,1257.0,871.1
50,1977-05-29,,,,1546.7,1024.2
23,2005-08-03,,338.9,,,
44,1999-07-28,564.0,,,834.3,
25,2007-12-21,,279.6,621.7,,617.2
36,2009-10-27,,297.4,572.6,554.2,
29,1980-04-05,1075.2,593.0,1477.6,1412.7,1133.3
43,2017-01-19,,,429.2,,
50,1985-08-14,986.2,,1288.4,,926.1
14,1999-12-12,,,941.2,929.8,754.0
27,1990-01-14,893.4,,,,840.0
21,1978-12-21,,589.0,,,955.7
20,2005-10-13,493.2,,711.0,,661.7
49,1999-08-26,,370.0,837.7,,663.0
27,1977-02-11,1190.5,710.2,,,1192.0
44,2005-10-03,,,657.0,,
29,1977-02-22,1194.6,699.4,,,1175.2
45,1977-11-05,,,1451.1,,
53,1993-01-21,812.4,435.5,1067.2,1100.5,
33,1988-02-05,,520.1,1235.0,1167.2,861.4
16,2017-10-22,,169.6,391.4,300.3,
16,1994-07-22,,487.3,949.1,987.1,836.4
15,1982-12-08,,,,,1060.1
56,2007-07-28,431.9,295.5,,608.3,600.7
63,1982-10-01,1000.1,613.0,,1304.6,932.7
62,1971-07-17,1282.9,695.2,,,1277.9
66,1975-01-14,,640.2,,1780.5,1227.7
19,2004-05-19,,333.8,,,626.6
27,2017-04-03,172.1,,402.6,319.6,483.1
39,1992-08-27,782.0,469.5,,,
23,1982-11-30,,,,,995.4
45,1984-09-09,1028.4,,,1212.3,1051.5
47,2001-09-26,,412.0,774.9,,
41,1980-09-17,1062.2,593.6,1389.7,1360.8,
21,1999-04-14,671.4,,971.7,948.5,677.7
39,1974-06-02,1294.2,,,,1196.4
41,1973-08-17,1106.0,712.0,,,1191.9
48,2006-03-03,,,,702.6,
59,2002-03-29,,,767.7,831.6,
61,1977-12-09,1155.1,594.1,1479.2,,
36,1975-01-11,1084.0,,,1591.8,1165.8
14,1973-07-26,1111.3,714.9,1592.8,,1204.3
43,1994-09-08,775.7,,,1049.0,
35,2018-01-20,158.2,,413.9,305.5,421.6
63,1975-09-13,1209.0,,,,1070.3
61,1999-10-14,,,,,784.2
41,2001-08-03,,399.5,867.5,,729.5
25,2009-03-15,,271.7,,582.8,
21,1977-06-19,1164.9,703.3,1575.9,1638.2,
27,2020-01-05,,167.2,326.8,216.9,
60,2013-07-26,,,461.0,,541.7
26,1991-07-15,721.1,,1135.3,1236.0,838.6
50,2016-01-07,217.4,,,,443.0
47,2013-05-02,,254.0,,459.6,540.9
48,2010-09-04,,,625.7,573.0,548.0
51,2005-07-03,,,,686.1,
60,1993-03-21,769.3,,,1050.2,
61,1971-02-14,,,,,1290.1
55,2019-08-26,,,,,405.5
17,1975-01-29,1094.0,,1491.3,1611.6,1047.4
49,1988-02-07,,,,1203.6,838.1
27,1984-07-25,915.5,,1410.8,,1042.1
57,1970-04-06,,,1536.2,1828.0,
36,1982-09-30,995.1,,1482.5,1338.4,
53,1970-08-01,1309.0,,1635.0,,1272.0
24,2001-11-08,530.5,,,824.6,
67,2015-08-22,,232.8,,,
21,2016-01-27,218.9,,407.7,,
25,1976-07-17,1241.6,672.1,,,1094.5
53,2014-07-13,,228.9,476.0,387.5,528.2
26,1976-07-21,1180.6,,,,
53,2016-05-03,223.4,200.8,,,
50,2003-08-26,,,744.5,,
30,2013-11-04,,219.0,,,
50,2008-01-12,387.8,273.6,705.4,558.6,648.2
65,1976-04-24,1178.3,,,,
17,1992-12-01,815.6,,1121.7,1131.4,843.3
58,1988-11-11,,553.9,,,956.3
55,1971-04-18,,736.1,1643.6,,
59,1995-07-23,694.6,,996.9,,
45,1974-04-25,1186.5,,1720.7,,1147.8
16,2010-10-19,338.7,265.5,,509.7,
34,1987-05-15,,,,1145.5,
54,1999-05-02,609.1,,,,
57,1982-02-14,1066.0,591.0,1476.3,1345.9,937.3
34,1989-05-19,847.0,,1220.8,,890.8
59,1988-06-10,,537.1,,1144.2,988.2
44,1978-04-25,1190.1,,1509.7,,1128.0
39,1994-10-31,693.5,499.6,,1101.1,823.5
29,1986-07-09,,,,1205.5,
28,1984-08-08,,,1227.1,1261.7,1023.2
49,1982-07-05,,,1481.2,,
35,2000-02-06,608.5,,,925.0,
34,2007-06-13,,298.0,682.1,575.0,
32,1998-11-11,,446.0,927.4,,
36,1976-10-31,1076.3,653.6,1568.6,1522.5,
51,1983-05-02,,,1450.8,,947.8
56,1984-09-22,,613.2,1306.9,,906.5
36,1981-08-31,,571.4,1364.7,,968.1
55,2005-03-19,429.6,333.8,779.9,,594.9
41,2018-04-19,156.9,,,,
28,1994-09-13,,447.3,1004.1,967.6,
43,2004-07-18,,,,,694.1
59,1978-05-22,,,1614.9,1461.2,1090.1
27,2015-12-24,226.9,,445.3,376.1,450.0
30,2009-09-07,,294.4,581.8,,627.6
59,2006-10-02,,314.5,,,662.3
67,2000-01-12,,399.2,,,
18,1978-06-01,1002.0,700.9,,1445.4,
31,1989-09-07,861.9,,1227.8,,957.6
43,2019-07-14,132.3,,,,
20,2009-03-31,,260.0,568.5,556.6,615.4
58,1990-07-04,,,1122.0,1096.8,
22,1976-06-10,1249.8,,1650.8,1665.7,
51,2012-08-18,296.1,223.8,,,557.1
17,1998-05-11,,425.4,851.4,825.0,778.8
23,2018-03-30,149.7,,400.1,284.2,
56,1974-06-25,,,1464.4,1821.3,
42,2005-03-11,,332.4,,,598.1
31,2007-07-21,440.0,,603.7,,577.1
64,1985-09-27,,,,,982.7
28,2005-04-10,,365.5,,,
21,2002-06-08,570.7,,758.2,776.2,
60,1984-06-30,,,1306.8,1334.9,
24,1971-08-31,,,1696.4,1588.4,1233.0
31,1991-03-03,747.4,478.3,,1215.7,
55,2007-07-20,,292.3,,627.6,
42,1980-02-28,1041.1,624.4,,1347.4,
61,2015-07-27,,203.8,460.9,,530.9
52,2013-11-04,,242.6,,406.6,
64,1973-04-05,1254.9,,1577.5,1726.2,1217.2
44,1997-02-04,708.7,472.8,,939.2,
39,1985-10-02,,536.8,1307.1,,918.4
38,1978-09-26,1111.1,,,1421.6,968.6
40,1977-04-25,,609.6,,,
17,2016-04-06,227.7,210.4,,,
40,2001-12-21,,360.0,,729.3,667.1
57,1975-02-06,,,1623.0,1574.5,1041.9
37,1994-09-02,723.3,,,,
38,2007-09-06,,,,643.2,578.8
29,1999-11-12,606.2,,793.4,,
59,1979-11-01,1161.9,588.1,1486.1,1544.1,1124.1
54,1990-04-06,823.8,523.4,,1075.1,
19,2000-11-13,,390.5,892.8,,741.1
20,1983-10-31,,530.9,1262.8,1291.3,898.4
51,1989-06-18,908.7,529.6,1178.0,,
39,2001-12-15,,,,761.6,
67,1988-02-18,,523.4,1317.3,,880.6
44,1977-10-23,1143.2,,1347.3,,1079.3
56,1995-02-01,,458.3,,1061.5,765.7
40,2013-02-04,,228.8,478.8,407.6,
55,2017-01-12,,,,,497.2
14,1992-06-04,729.4,,,,866.0
28,2010-02-09,335.6,,,542.7,618.4
53,1999-01-01,623.4,,913.3,969.1,752.4
20,2007-09-04,428.0,325.4,,,623.1
32,1986-07-28,881.7,,,,919.6
50,1997-04-16,696.0,,,,711.2
36,1990-11-12,,,1027.3,,872.4
24,1992-11-05,,,1096.6,1095.3,
59,1974-02-08,,,,,1214.9
34,1978-03-06,,623.5,,,
44,1973-09-01,,679.0,1456.2,1556.5,1114.5
39,2004-03-26,,365.8,735.2,,
17,1992-08-14,,522.6,1150.4,1080.7,869.7
58,2018-01-11,166.9,180.7,418.3,321.4,
67,2011-09-23,309.6,265.5,506.9,,576.5
30,1995-04-14,756.0,425.0,969.2,975.9,868.1
28,2015-04-03,223.0,208.6,466.9,,
65,1983-06-27,,,1239.7,,979.6
65,1978-06-28,,,,1418.4,1106.3
16,1974-03-24,,,1500.8,1768.6,1152.4
25,1972-12-01,1232.9,721.9,1735.7,,
64,1970-02-06,1357.7,,1612.6,1875.5,
47,2016-09-17,210.7,,,,472.5
45,1997-09-20,695.1,,,,
53,2006-09-17,444.7,,,,
40,1971-08-26,,686.9,,,
28,1983-02-25,1002.9,,1352.0,1385.2,1020.3
66,1970-04-19,,,1860.5,1920.2,1257.6
47,1996-09-22,679.3,,,,
53,1978-03-16,1204.2,,,1696.5,
25,1981-05-26,,,1325.9,1566.9,1047.4
18,1975-07-12,,655.9,1480.3,1708.1,1064.0
63,1991-05-31,872.1,,1197.7,,878.5
62,1983-12-07,1015.8,,,1236.7,
64,2015-11-06,,219.5,,,486.3
58,2000-09-06,590.8,388.6,,828.6,
58,1991-06-08,,,,,902.1
65,1976-09-01,,708.9,,1701.1,
49,1977-04-08,1113.7,,,1634.5,
58,1976-02-24,,664.6,,,1127.4
59,2001-04-02,,,,771.7,
47,2020-03-09,107.6,159.4,,242.9,
61,1985-07-02,986.1,,,1337.1,1049.4
49,1998-10-27,605.1,,,,
59,1982-12-06,,563.4,,1349.7,962.9
37,2008-06-18,,,,,650.9
36,2019-10-16,120.2,169.6,357.1,249.2,
60,1991-12-03,737.9,450.8,,1069.7,
47,1996-12-31,674.5,453.9,975.1,863.9,
30,2020-07-23,,154.1,,211.6,366.9
47,1971-07-20,,,,,1145.1
27,2015-03-02,257.7,221.0,417.2,410.5,507.3
19,1992-04-30,,482.1,1048.1,,
57,2011-10-31,,269.5,,,
41,2012-06-14,295.9,261.4,,,558.3
27,2000-10-25,630.6,421.8,,782.4,762.5
21,1985-12-16,918.2,,1182.1,,908.0
15,1994-11-29,,,1071.6,,835.6
36,1996-05-27,,,908.6,959.4,
27,1976-11-16,,632.9,1427.1,,1045.4
38,1982-04-14,,644.7,1381.5,1493.6,
57,1997-03-23,665.1,458.9,,,
39,1993-08-16,706.0,511.0,,1112.4,848.8
53,1977-03-05,1209.5,677.3,,,1131.0
41,2019-10-20,140.5,,,,
46,2013-05-04,257.9,246.2,553.9,,
56,2003-10-30,530.1,362.3,,,653.8
20,2006-02-19,411.6,,,719.1,
63,1979-07-19,,,,,973.9
46,1975-09-13,1143.6,,,1685.7,
20,1989-08-01,,,1089.9,1255.9,847.4
17,2014-08-07,,222.1,,370.1,
36,1980-07-22,1065.2,662.4,,,1135.1
67,1992-01-27,749.3,,,1062.9,
66,2002-04-14,564.4,,,,
67,2017-06-06,,203.7,368.6,,
29,1980-09-06,999.1,,,1407.9,1069.4
57,2000-10-19,521.2,,,903.7,786.8
52,2005-10-20,,,700.4,,673.8
17,2004-03-17,,,,728.1,
55,1992-07-28,,469.2,,1002.7,
14,1972-05-04,,,,,1073.0
38,1998-08-19,639.9,,925.8,869.9,
55,1992-08-11,,,,1019.7,
66,2008-06-01,,,,,596.3
64,1999-03-29,653.5,,954.0,,
26,2008-01-14,,,647.6,582.9,562.3
46,1976-11-14,1083.2,675.6,1513.2,1568.8,
44,1980-06-27,,578.3,1404.8,1419.5,1009.9
16,2005-09-09,504.9,318.1,772.5,682.1,698.9
17,2015-10-19,226.4,,,366.9,
24,2006-02-16,483.9,325.7,764.2,,690.2
37,2007-09-17,,325.9,,628.5,579.0
57,2010-09-28,335.9,,572.5,,600.3
28,2000-06-23,565.0,419.6,,826.0,
51,2003-05-29,,329.2,,725.6,708.5
64,1973-03-02,1249.5,,,1838.5,
20,1979-05-09,973.9,,1460.1,1516.6,
56,1980-11-27,,,1442.8,1594.4,1089.7
27,1979-09-10,,,,1347.1,
28,1997-09-06,,,1007.0,,
50,2018-04-26,163.4,185.7,,273.9,473.5
39,1976-11-23,1073.0,678.8,1607.0,1444.5,
57,2020-09-13,96.6,147.5,,229.6,
64,1991-05-30,734.0,531.7,1017.2,,872.6
42,2011-08-09,,,,539.3,516.7
25,2019-11-04,,,323.7,252.9,
27,2004-01-20,,373.6,,,652.3
25,1982-05-13,1032.1,638.6,1467.4,1418.3,
32,2000-09-18,,404.8,,,672.2
18,1995-10-08,734.1,486.2,999.8,920.0,755.2
17,2006-11-08,,320.6,,,655.4
67,2010-11-27,350.7,,,,572.7
62,1976-10-01,1159.3,725.9,1398.1,,
34,1972-12-16,,698.7,,1729.6,1255.6
26,1993-05-15,705.9,463.1,,,861.1
47,1994-02-01,,,1129.5,942.8,744.8
35,2003-04-23,,,848.9,,
16,2006-02-13,453.6,,,662.5,
63,2010-06-22,,,,,543.2
66,2012-05-08,,,,461.8,545.8
17,2002-04-24,514.8,,854.6,,
65,1990-11-06,,539.5,,,
19,2001-06-08,586.2,,,,729.4
28,1981-11-27,,597.3,1279.7,,
22,1973-04-24,1315.4,,1717.4,1850.6,
63,1988-11-15,,,1107.9,1269.7,
19,1985-07-12,,583.9,1214.3,1267.6,
33,1989-09-16,,494.7,1177.4,,
61,1996-04-01,,,,,756.4
50,1974-05-16,,,1623.3,1719.1,
25,1970-12-09,,,,,1155.3
56,1976-08-07,,,1581.2,1639.2,
17,2012-04-01,300.5,,493.7,,543.1
50,1983-02-18,943.0,539.3,1470.5,,993.2
17,1979-06-30,,666.8,1322.1,,
20,1979-09-19,,,,1392.6,1015.1
16,2020-05-22,125.4,164.5,,,398.9
66,1982-04-30,1104.4,,,1422.7,
33,1985-02-11,943.9,,,1322.8,910.4
22,1988-04-18,,,,,917.4
42,1989-06-25,776.0,,,,962.8
35,1978-11-15,1122.0,,1451.8,1443.6,1063.1
22,1973-05-12,1187.2,690.8,,,
21,1983-10-06,,,,1263.8,
56,1992-05-08,,520.5,994.0,993.5,
25,2012-09-06,,224.0,573.0,,571.5
24,1993-10-28,806.0,487.3,1030.5,1072.1,
33,1983-03-29,893.5,579.4,,,
63,2009-10-07,329.9,255.9,621.1,542.4,
14,2008-07-15,,,685.8,,637.8
35,2014-08-28,252.9,244.9,,373.9,476.7
14,1977-05-12,,,1369.5,1487.9,1169.5
65,2009-06-28,352.6,,,558.1,570.7
40,2006-03-23,477.5,,,609.0,
53,1997-11-24,,455.2,,,829.3
20,1976-12-25,,,1580.4,,
64,1987-09-11,,,1305.1,,
25,1995-03-19,682.6,441.3,,1081.7,
15,1986-05-12,933.6,510.0,1280.5,1201.4,940.6
58,2015-01-06,226.3,242.4,438.1,349.2,
40,1985-09-13,925.9,613.4,,,880.5
61,1996-04-15,695.8,,1004.8,985.4,844.6
46,2010-01-22,384.1,,559.9,543.9,594.8
61,2005-01-13,,,,757.3,
36,1987-01-15,,552.0,,1269.7,
42,2019-06-12,133.5,153.6,320.3,272.6,415.2
23,2004-05-15,539.7,,738.5,,
22,2001-02-06,538.6,375.7,847.2,,
38,2013-09-12,,253.2,511.1,422.4,468.4
21,1996-01-15,,428.8,1010.6,925.4,
48,2004-02-25,520.8,,753.8,,
43,2006-01-23,,320.5,,,619.7
39,2020-06-03,,168.1,285.5,197.8,387.6
46,1979-08-09,,633.6,,,1079.9
16,1976-11-11,,,1440.3,,1078.3
16,1991-08-25,713.8,511.1,1114.9,,910.3
56,2005-02-19,,339.8,,698.3,614.2
48,1979-04-19,,628.5,1329.8,1517.0,963.2
18,1970-07-13,,800.0,1781.5,1835.7,1130.0
58,1988-01-05,,539.0,,1182.4,
19,1986-12-27,939.5,,,,845.2
64,2001-09-26,,374.0,804.0,865.5,
65,2003-08-29,,370.2,779.3,672.7,
48,1991-07-16,,,,,876.2
24,1982-11-22,998.9,,1356.6,1523.0,1040.2
59,1988-02-28,,564.8,1230.9,,
26,2019-06-19,,,,239.3,
18,1987-10-17,868.9,,,,859.1
64,2015-12-30,,221.8,439.0,390.1,519.0
51,1998-04-12,611.9,436.0,,,687.2
53,1993-04-27,771.0,463.3,1074.9,1034.5,
40,2006-05-19,406.8,,676.7,598.6,
31,2018-10-24,,163.1,349.6,287.9,
64,2003-02-27,548.4,,789.2,786.0,
39,2014-12-15,,,,382.2,
31,1998-12-12,672.1,394.2,891.0,,
34,1979-02-15,1074.9,,1347.0,1394.2,
44,2004-02-25,,374.6,769.4,738.6,
50,1970-12-08,,770.0,,,1157.8
27,2013-12-08,,,530.2,,492.2
59,2009-11-01,354.1,289.9,,563.4,606.0
41,2012-11-21,303.3,258.5,,,511.6
62,1986-10-02,,510.4,,,
41,2015-10-26,,192.0,441.5,360.5,508.9
47,1978-03-09,,,1494.5,,
20,1976-11-27,1095.8,,1654.3,,993.4
51,1987-07-08,951.0,550.8,1300.4,1284.3,
16,2011-09-05,290.8,,573.8,,565.9
59,2007-02-04,396.8,308.1,613.7,,
51,2014-11-12,258.3,,,,522.6
42,2018-08-19,,,365.3,,435.9
19,2005-02-15,,,,,629.1
30,1998-08-02,,449.2,925.8,971.0,772.6
46,2004-04-27,,,753.5,663.1,614.2
60,1979-08-03,,661.2,,1478.6,
44,1992-02-08,781.1,528.4,,,856.8
15,1998-08-18,613.0,431.2,,882.0,810.9
61,1994-07-10,,,1119.4,,
63,1972-01-20,,679.4,1563.9,1845.0,1106.2
59,2005-06-23,,300.4,,686.4,
34,1976-12-12,1131.0,,,1654.3,
32,1986-05-28,,606.8,1325.7,,
61,1981-05-07,,561.4,,,1107.7
66,1971-08-04,,,1758.0,,
59,2013-03-11,,,563.4,,
66,2019-02-24,140.8,,,274.0,403.4
19,1970-06-17,1260.6,774.3,1598.4,1896.8,1098.8
44,2018-07-07,,,,263.8,
17,2014-10-22,,,448.4,,
44,1985-07-27,,,,,895.0
50,2017-08-08,,,,334.2,410.9
26,1981-06-02,1069.8,,,,1040.3
58,2013-07-15,,230.0,536.5,,497.2
24,1987-06-01,,,1141.7,1258.3,
20,1991-06-20,790.6,498.8,,1176.6,870.4
18,2013-05-27,,,,448.0,569.5
42,2000-04-21,,,892.5,839.4,
36,2020-11-14,97.7,,327.0,192.8,384.9
66,2002-05-23,556.8,,,,661.8
67,2004-05-22,,,824.6,741.7,
40,2011-05-10,,,,463.7,
32,1984-12-16,,,,,954.0
15,1981-10-11,983.6,570.6,1500.7,,
39,2010-02-16,,,,550.8,548.3
36,2001-07-18,559.8,389.1,,829.7,638.7
18,1997-03-19,650.6,,860.6,900.4,
17,1980-03-02,977.4,617.9,,,
48,1994-07-22,,,958.4,,
32,2013-03-04,,,515.7,402.6,573.7
41,1998-03-26,678.1,440.4,,939.1,
30,1986-01-21,1007.6,514.2,1200.5,,996.6
54,1997-12-22,690.5,444.4,1023.3,,694.1
14,2002-11-27,,379.1,849.9,767.1,722.4
18,1972-03-03,1194.4,,1700.4,,1074.9
23,1999-05-28,,409.1,896.4,871.4,743.5
65,2005-11-21,483.2,,765.7,,627.6
